sno,hid,hname,state,city,address,zipcode,statecode
1166,HTN1166,Bharath Hospital,Tamilnadu,Chennai,"# 72, I St Main Road,Nanganallur",600061,TN
1167,HTN1167,Bharathi Hospital,Tamilnadu,Virudhunagar,"# 592/2,Sri Renga Palayam,Rajapalayam",626117,TN
1168,HTN1168,Billroth Hospital Limited,Tamilnadu,Chennai,"#43, Lakshmi Takis Rd,Shenay Nagarshenoy Nagar, Chennai",600030,TN
1169,HTN1169,Billroth Hospitals - Ra Puram,Tamilnadu,Chennai,"#52, 2Nd Main Road, Raja Annamalai Puram,Raja Annamalai Puram",600028,TN
1170,HTN1170,Brs Hospital Pvt.Ltd,Tamilnadu,Chennai,No.28. Cathedral Garden Roadcathedral Gardens Road,600034,TN
1171,HTN1171,C.K. Hospital,Tamilnadu,Erode,"# 41, Balasubbarayalu Streeterode",638001,TN
1172,HTN1172,C.S.I. Kalyani General Hospital,Tamilnadu,Chennai,"15, Dr Radhakrishnan Salai, Mylapore, Chennai-600004, Next To City Centre",600004,TN
1173,HTN1173,C.S.I. Rainy Multi-Speciality Hospital,Tamilnadu,Chennai,"#45, G.A. Road Chennai",600021,TN
1174,HTN1174,C.S.M Nursing Home,Tamilnadu,Chennai,"# 18, Rukmani Street,West Mambalam",600033,TN
1175,HTN1175,Cauvery Trust Hospital,Tamilnadu,Chennai,"No.36,Ponnankinaru Street,Villivakkam,",600049,TN
1176,HTN1176,Chandra Hospital,Tamilnadu,Madurai,"# 10, Pillayarpalayam Road",625001,TN
1177,HTN1177,Chennai Eye Care Hospital,Tamilnadu,Chennai,"#6,12Th Cross Street,Dhandeeswaran Nagar,Velachery",600042,TN
1178,HTN1178,Chennai Krishna Hospital,Tamilnadu,Chennai,"No.297, Gst Road, Near Mit Flyover, Chromepet, Chennai, Tamilnadu",600044,TN
1179,HTN1179,Chennai Meenakshi Multispeciality Hospital Ltd.,Tamilnadu,Chennai,"# 148, Luz Church Road, Malapore, Chennai, Tamilnadu.",600004,TN
1180,HTN1180,Chettinad Super Speciality Hospital (Cssh)-(A Unit Of Rajah Muthiah Charitable And Educational Trust),Tamilnadu,Chennai,"I.T. Highway,Kelambakkam",603103,TN
1181,HTN1181,Child Jesus Hospital,Tamilnadu,Trichy,"P Box No 17, Cantonment, Tiruchirappalli, Trichy-620001Near To All India Radio Station",620001,TN
1182,HTN1182,Chitra Kalyana Raman Nursing Home,Tamilnadu,Salem,"56,A/1,Rajaji Road",636007,TN
1183,HTN1183,Chitras Ent Laser Surgery Super Speciality Hospital,Tamilnadu,Chennai,"30C, Cathedral Garden Lane,Nungambakkam.",600034,TN
1184,HTN1184,Christian Hospital,Tamilnadu,Madurai,"Vaigai Dam Road, Periyakulam,Perivakulam- 625 601",625601,TN
1185,HTN1185,Christudas Orthopaedic Speciality Hospital,Tamilnadu,Chennai,"#9.Duraiswamy Ngr. I.A.F. Road, Tamilnadu Chennai 59",600059,TN
1186,HTN1186,City Hospital,Tamilnadu,Erode,"#87,Rkv Road,Near Chennai Silks",638003,TN
1187,HTN1187,City Hospital,Tamilnadu,Tuticorin,"106, G/8A, Palai Main Road (W)Millerpuram Corner,",628008,TN
1188,HTN1188,City Hospital Pavalam Trauma Centre,Tamilnadu,Dindigul,4/361 Gandhiji Nagar Trichy Road,624005,TN
1189,HTN1189,Clinic Nallam,Tamilnadu,Pondicherry,"86,Eswaran Koil Street",605001,TN
1190,HTN1190,Coimbatore Bone And Joint Foundation Pvt Ltd,Tamilnadu,Coimbatore,"#1091-Mettupalayam Road,North Coimbatore Bus Stop,R.S.Puram",641002,TN
1191,HTN1191,Coimbatore Kidney Centre,Tamilnadu,Coimbatore,"738-B, Puliakulam Road, Coimbatore, Tamilnadu",641045,TN
1192,HTN1192,Crescent Hospitals,Tamilnadu,Madurai,"37/1,Sivaganga Road,Opp To Aavin Milk Project",625020,TN
1193,HTN1193,Csi Hospital,Tamilnadu,Kanchipuram,No.21.Hospital Roadkanchipuram,631502,TN
1194,HTN1194,Csr Nursing Home,Tamilnadu,Coimbatore,"# 272, 7Th Street Extension,Gandhipuram, Coimbatore-641012",641012,TN
1195,HTN1195,D.S.K. Hospital,Tamilnadu,Coimbatore,"# 19, Kadirnagar, Kangeyam Road, Tirupur.",641604,TN
1196,HTN1196,Darshan Surgical Centre Llp,Tamilnadu,Chennai,"Block T-80, New No-24 5Th Main Road",600040,TN
1197,HTN1197,Deepa Kannan Hospital,Tamilnadu,Karur,"# 33,Muthunagar,Karur",639002,TN
1198,HTN1198,Deepam Eye Hospital,Tamilnadu,Chennai,"#72,Medavakkam,Tank Road,Kilpauk",600010,TN
1199,HTN1199,Deepam Hospital,Tamilnadu,Chennai,"#327, Muthurangam Road,Tambaram(West),Kanchipuram,West Tambaram",600045,TN
1200,HTN1200,Deepam Hospital,Tamilnadu,Coimbatore,"687, Trichy Road.",641045,TN
1201,HTN1201,Deepam Hospital,Tamilnadu,Valapady,"#128,Ayya Gounder Street,Opp Police Station",636115,TN
1202,HTN1202,Deepam Hospital Ltd,Tamilnadu,Chennai,"30, Ayyasamy Street,",600044,TN
1203,HTN1203,Deepam Hospital Ltd,Tamilnadu,Chennai,"107-A, Gst Road, Chennai",600044,TN
1204,HTN1204,Deepika Eye Care Hospital,Tamilnadu,Kanchipuram,"1564/4D,Chengalpet Road",602105,TN
1205,HTN1205,Deepthi Hospital,Tamilnadu,Namakkal,"31-A,Mohanur Road",637001,TN
1206,HTN1206,Devadoss Multispeciality Hospital,Tamilnadu,Madurai,"#75/1,Alagarkovil Main Roadsurveyor Colony,",625007,TN
1207,HTN1207,Devaki Cancer Institute,Tamilnadu,Madurai,"#26,Theni Main Road,Arasaradi,Near Bypass Road",625016,TN
1208,HTN1208,Devaki Hospital,Tamilnadu,Sivagangai,"No.6/1,Kamban Mani Mandapam Road,Karaikudi,",630001,TN
1209,HTN1209,Devi Priya Hospital,Tamilnadu,Madurai,"12/54, A2G, T.B. Road,Usilampattiusilampatti, Madurai-625532.",625532,TN
1210,HTN1210,Dharan Hospital,Tamilnadu,Salem,"14,Seela Naicken Patti By Pass. On A National Highway Salem",636201,TN
1211,HTN1211,Dhiviya Nursing Home,Tamilnadu,Erode,"306, Chennimalai Road, Kangayam",638701,TN
1212,HTN1212,Dinesh Nursing Home,Tamilnadu,Madurai,"No.6-1-33,West Street,Viswanathapuram, Madurai-625014",625014,TN
1213,HTN1213,Doctor Rex'S Hospital,Tamilnadu,Chennai,"# 37, Millers Road, Kilpauk",600010,TN
1214,HTN1214,Dr Agarwal'S Eye Hospital Ltd,Tamilnadu,Chennai,"19, Cathedral Road",600086,TN
1215,HTN1215,Dr Agarwal'S Eye Hospital Ltd (Nanganallur),Tamilnadu,Nanganallur,"Ophthalmology Dept Margreet Sydney Hospital No 13, 2Nd Street Nanganallur Chennai-600061",600061,TN
1216,HTN1216,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"#107, A Block 3Rd Avenue Anna Nagar Near",600040,TN
1217,HTN1217,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"#33,7Th Avenue,Ashok Nagar",600083,TN
1218,HTN1218,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"No-6, Duraisamy Street Tdk Towers Tambaram",600045,TN
1219,HTN1219,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Kanchipuram,"#32-B,Indiragandhi Road Opp Taluk Office",631502,TN
1220,HTN1220,Dr Agarwals Eye Hospital Ltd (Dharmapuri),Tamilnadu,Dharmapuri,"136 1St Floor,Nethaji Bye Pass Road",636701,TN
1221,HTN1221,Dr Agarwals Eye Hospital Ltd (Gopalapuram),Tamilnadu,Chennai,Retina Foudation No 31 1St Street Gopalapuram,600086,TN
1222,HTN1222,Dr Agarwals Eye Hospital Ltd (Kumbakonam),Tamilnadu,Kumbakonam,"2/381, Indiranagar,Kumbakonam",612001,TN
1223,HTN1223,Dr Agarwals Eye Hospital Ltd (Periyar Nagar),Tamilnadu,Chennai,"B-63, Siva Elango Salai 70Feet Road, Periyar Nagar",600082,TN
1224,HTN1224,Dr Agarwals Eye Hospital Ltd (Salem),Tamilnadu,Salem,"#114/7,Gandhi Road,Salem",636007,TN
1225,HTN1225,Dr Agarwals Eye Hospital Ltd (Villupuram),Tamilnadu,Villupuram,"#19, Trichy Trunk Road,Near To Villupuram Signal",605602,TN
1226,HTN1226,Dr Kamakshi National Hospital,Tamilnadu,Chennai,No 12 Jaffer Serang Streetsecond Line Beach Chennai,600001,TN
1227,HTN1227,Dr Lankesh Eye Hospital Pvt Ltd,Tamilnadu,Ashok Nagar,No-2 41St Street. 6Th Avenue. Ashok Nagarashok Nagar,600083,TN
1228,HTN1228,Dr Manoharan Hospital,Tamilnadu,Coimbatore,"No.1210,Thadagam Road,Near To Aavin Milk Company,R.S. Puram,",641002,TN
1229,HTN1229,Dr. A. Ansari Hospital,Tamilnadu,Nagapattanam,"# 20, Naganathar Sannadhi, Nagapattinam, Tamilnadu",611001,TN
1230,HTN1230,Dr. A. Govindarajan Eye Hospitals,Tamilnadu,Trichy,"No: 6, Officer'S Colony, Puthur Tiruchirapalli-620017Trichy",620017,TN
1231,HTN1231,Dr. Arvind Vision Care,Tamilnadu,Chennai,"#61, Reddy Palayam Road, Mogappair West, Chennai, Tamilnadu",600037,TN
1232,HTN1232,Dr. G.C. Hospital,Tamilnadu,Karur,"#30, North Pradakshanam Road, Karur, Tamilnadu.",639001,TN
1233,HTN1233,Dr. Grace George Hospital,Tamilnadu,Chennai,"# 34, Udayavar Koil Street,Thirumizhisai, Poonamalee.",600029,TN
1234,HTN1234,Dr. Jacquline Divyananda (Divya Hospital),Tamilnadu,Chennai,"# 20, Medavakkam Main Road, Madipakkam",600091,TN
1235,HTN1235,Dr. Jeyasekharan Medical Trust,Tamilnadu,Nagercoil,"#1159, K.P. Road, Nagerkoil.",629003,TN
1236,HTN1236,Dr. K.M. Nallaswamy Hospital,Tamilnadu,Erode,"#93, Power House Road,Erode",638001,TN
1237,HTN1237,Dr. Kumaraswami Health Centre ( A Unit Of Indian Medical Centre),Tamilnadu,Kanyakumari,"N.H. Road # 47, 1/4C,1/4D,1/4E Perumalpuramperumalpuram, Kanyakumari.",629703,TN
1238,HTN1238,Dr. Loganathan Orthopaedic Hospital,Tamilnadu,Erode,"606/A, Mettur Main Road, Bhavani,",638301,TN
1239,HTN1239,Dr. Mehta'S Multispeciality Hospital Pvt Ltd.,Tamilnadu,Chennai,"2 (E), Mc. Nicholas Road, Chennai, Opposite To Chetpet Police Station.",600031,TN
1240,HUP1240,A.K.G. Surgical Centre,Uttar Pradesh,Aligarh,"# 225, Avas Vikas Colony,Masoodabad Chouraha Gt Roadmasoodabad Chouraha,G.T.Road,",202001,UP
1241,HUP1241,Aarogya Hospital (A Unit Of Kastura Medicos Limited,Uttar Pradesh,Vaishali,"Plot No-Nh-1, Sec-6, Vaishali, Ghaziabad, Uttar Pradesh",201010,UP
1242,HUP1242,Aayushmaan Hospital,Uttar Pradesh,Bijnor,Kiratpur Road,246701,UP
1243,HUP1243,Abha Nursing Home (P) Ltd,Uttar Pradesh,Kanpur,"10/503-B, Allengami, Kanpur",208002,UP
1244,HUP1244,Abhinav Drishti Eye Hospital,Uttar Pradesh,Lucknow,"B-719, Sector-C, Mahanagar Lucknow",226006,UP
1245,HUP1245,Adinath Hospital,Uttar Pradesh,Ghaziabad,Plot No 330 Gyan Khand 1 Indirapuram Ghaziabad,201010,UP
1246,HUP1246,Aditi Medical Centre,Uttar Pradesh,Ghaziabad,"Sector-4, Plot No-117, Near Ramlila Ground.",201012,UP
1247,HUP1247,Agrawal Eye Hospital,Uttar Pradesh,Meerut,61 Shivaji Road Near Nas College,250001,UP
1248,HUP1248,Ajanta Hospital & Ivf Centre Pvt Ltd,Uttar Pradesh,Lucknow,"#765, Near Krishna Cinema, Kanpur Road, Alambagh.",226005,UP
1249,HUP1249,Ajay Hospital,Uttar Pradesh,Meerut,"Bhopal Vihar, Garh Road, (Near -Radha Govind Engineering College), Meerut, Uttar Pradesh",250004,UP
1250,HUP1250,Ajay Pratima Hospital,Uttar Pradesh,Bareilly,"57, Brijlok, Near Prem Nagar Dharam Kanta Bareilly",243005,UP
1251,HUP1251,Akshi Eye Care Centre,Uttar Pradesh,Kanpur,"2/344-A, Azad Nagar,Kanpur-200002.",200002,UP
1252,HUP1252,Alliance Hospital,Uttar Pradesh,Varanasi,"C-20/1-73,Ramakant Nagar Colony, Varanasi, Uttar Pradesh",221010,UP
1253,HUP1253,Ambay Hospital,Uttar Pradesh,Ghaziabad,"1, Lajpat Nagar, Near St. Thomas School.",201005,UP
1254,HUP1254,Amit Jaggi Memorial Hospital,Uttar Pradesh,Agra,"Sector-1, Vibhav Nagar,Agra-282001.",282001,UP
1255,HUP1255,Anand Hospital,Uttar Pradesh,Allahabad,"11/17 Kasturba Gandhi Marg , Up, Allahabad Muir Road",211001,UP
1256,HUP1256,Anand Hospital (Multispeciality),Uttar Pradesh,Azamgarh,"Mukeriganj, Azamgarh, Uttar Pradesh",276001,UP
1257,HUP1257,Anand Nirogdham Hospital Pvt Ltd,Uttar Pradesh,Meerut,"#A,1 Damodar Colony,Garh Road,",250004,UP
1258,HUP1258,Anand Nursing Home,Uttar Pradesh,Ghaziabad,"Kf-113, New Kavi Nagar.",201002,UP
1259,HUP1259,Anupam Jyoti Medical Centre,Uttar Pradesh,Noida,"C-38A, Rajat Vihar, Sector-62.",201301,UP
1260,HUP1260,Apex Welcare Pvt Ltd ( Apex Hosptial),Uttar Pradesh,Varanasi,"Near Dlw & Hydil, Varanasi-221004",221004,UP
1261,HUP1261,Arogyadham,Uttar Pradesh,Bareilly,"B-51, Rajendranagar",243122,UP
1262,HUP1262,Arushi Medical Centre,Uttar Pradesh,Lucknow,"B-1/31, Sector-K, Aliganj, Lucknow - 226024",226022,UP
1263,HUP1263,Ashirwad Hospital & Research Centre,Uttar Pradesh,Varanasi,"B-38/1-C, Virdopur, Mahmorganj, Varanasi-221010",221010,UP
1264,HUP1264,Asopa Hospital & Research Centre,Uttar Pradesh,Agra,"Garland Road, Off By Pass.",282007,UP
1265,HUP1265,Astha Hospital,Uttar Pradesh,Noida,"N.H-05, Block-2, Sector-Alpha-2, Greaer Noida-201306",201306,UP
1266,HUP1266,Atul Nursing Home,Uttar Pradesh,Agra,"#1/58, Delhi Gate, Opp. Pushpanjali Hospital, Agra-282002",282002,UP
1267,HUP1267,Avadh Hospital & Heart Centre,Uttar Pradesh,Lucknow,"9-D, Singar Nagar, Kanpur Road.",226005,UP
1268,HUP1268,Avantika Hospital,Uttar Pradesh,Ghaziabad,"No.137,Niti Khand-Ii,Indirapuram,",201010,UP
1269,HUP1269,Ayushman Hospital & Trauma Centre,Uttar Pradesh,Varanasi,"J25/59, Alaipur, G.T. Road, Infornt Of Varanasi City Railway Station, Varanasi-221001",221001,UP
1270,HUP1270,Azra Memorial Hospital,Uttar Pradesh,Lucknow,"Water Works Road, Aishbagh Opp Ramleela Maidan Opp Ramleela Maidan Besides Aishbabagh Eidgah",226003,UP
1271,HUP1271,B.K.Heart Hospital Pvt Ltd,Uttar Pradesh,Varanasi,"N 7/1,R-12,Bhikharipur,Dlw,Bhu,Varanasi",221004,UP
1272,HUP1272,Bhardwaj Hospital,Uttar Pradesh,Noida,"Nh-1, Sector-29,Gautam Budh Nagar",201301,UP
1273,HUP1273,Bhargava Hospital,Uttar Pradesh,Kanpur,"15/263, Civil Lines, Kanpur",208001,UP
1274,HUP1274,Bhola Hospital,Uttar Pradesh,Allahabad,"# 12/13, Lowther Road,Dar Bhanga Colony,Darbhanga Colony, Allahabad.",211002,UP
1275,HUP1275,Bhupal Hospital & Research Centre,Uttar Pradesh,Meerut,"#159, College Road, Adjacent To Ganaga Plaza.",250002,UP
1276,HUP1276,Brij Medical Center,Uttar Pradesh,Ghaziabad,"Kk 54, Kavi Nagar,Ghaziabad (Up)",201002,UP
1277,HUP1277,Brij Medical Centre Pvt Ltd,Uttar Pradesh,Kanpur,"# 94, E-Block, Near Panbi Police Station.",208020,UP
1278,HUP1278,Central Hospital,Uttar Pradesh,Aligarh,"Masoodabad Crossing,G.T. Road, Aligarh-202001.",202001,UP
1279,HUP1279,Centre For Sight (Agra),Uttar Pradesh,Agra,"116, Delhi Gate, Agra. U.P",282003,UP
1280,HUP1280,Centre For Sight (Moradabad),Uttar Pradesh,Moradabad,"At Vivekanand Hospital &Research Centre, Kanth Road, Moradabad",244001,UP
1281,HUP1281,Cfs Netralaya Pvt Ltd Meerut (Centre For Sight),Uttar Pradesh,Meerut,"E K Road, Opp:Nas College, Meerutmeerut",250001,UP
1282,HUP1282,Cfs Netralaya Pvt. Ltd. (A Unit Of New Delhi Centre For Sight Pvt Ltd),Uttar Pradesh,Meerut,"#194/15,Opp Adwaysworkshop,Delhi Road,",250001,UP
1283,HUP1283,Chandni Hospital,Uttar Pradesh,Kanpur,"9/60, Arya Nagar.",208002,UP
1284,HUP1284,Chandra Laxmi Hospital,Uttar Pradesh,Ghaziabad,"Sector-4, Plot # 337, Vaishali",201010,UP
1285,HUP1285,Chandra Mother & Eye Care,Uttar Pradesh,Lucknow,"4/43,Vivek Khand,Gomti Nagar",226010,UP
1286,HUP1286,Chandralok Hospital,Uttar Pradesh,Bareilly,Pilibhit Bypass Road Barelly U P 243006,243006,UP
1287,HUP1287,City Hospital& Trauma Centre,Uttar Pradesh,Lucknow,"C-1, Cinder Dump Complex.Opp Krishna Cinema Hall",226005,UP
1288,HUP1288,Columbia Asia Hospital Pvt.Ltd-Ghaziabad,Uttar Pradesh,Ghaziabad,"Nh-24, Hapur Road, Opp.Bhameta Village Near Land Craft Golf Links, Ghaziabad, Uttar Praesh",201001,UP
1289,HUP1289,Dayanand Nursing Home,Uttar Pradesh,Meerut,"47/L-4, Jawahar Quarters Begum Bridge Road",250001,UP
1290,HUP1290,Deoki Hospital,Uttar Pradesh,Lucknow,"Ahibaranpur,Sitapur Road,",226020,UP
1291,HUP1291,Dev Nandini Hospital,Uttar Pradesh,Hapur,"Garh Road,Hapur",245101,UP
1292,HUP1292,Devishiv Hospital,Uttar Pradesh,Lucknow,"B-328-B, Sector B, Mahanagar",226006,UP
1293,HUP1293,Dey'S Hospital,Uttar Pradesh,Kanpur,"491, Kazi Khera, Lal Bangla, Kanpur, Uttar Pradesh-208007, Near Poonam Talkies",208007,UP
1294,HUP1294,Dhama Clinic & Medical Centre,Uttar Pradesh,Noida,"C-46, Sector-34, Noida",201307,UP
1295,HUP1295,Dhanvantri Jeevan Rekha Ltd,Uttar Pradesh,Meerut,Umber One Near Gol Market,250003,UP
1296,HUP1296,Dhanwantari Tomer Hospital,Uttar Pradesh,Bareilly,"35-A-2/11, Rampur Bagh.",243001,UP
1297,HUP1297,Divine Heart Hospital & Resesarch Centre,Uttar Pradesh,Lucknow,"Virajkhand-5,Gomti Nagar",226010,UP
1298,HUP1298,Dr M Prakash Hospital & Medical Research Centre,Uttar Pradesh,Meerut,Begum Bridge Road Gic Near Meerect,250001,UP
1299,HUP1299,Dr. G.K. Srivastava Hospital Pvt Ltd,Uttar Pradesh,Bareilly,"13-D, Rampur Garden.",243001,UP
1300,HUP1300,Dr. Jawaharlal Rohatgi Smarak Netra Chikitsalaya,Uttar Pradesh,Kanpur,"117/52, Sarvodaya Nagar,Near Bhoot Nath Mandhir.",208005,UP
1301,HUP1301,Dr. Jialal Memorial Hospital Pvt Ltd,Uttar Pradesh,Jhansi,"Opp. Medical College, Gate-2",284003,UP
1302,HUK1302,Brijlal Hospital & Research Centre Pvt Ltd,Uttarakhand,Nainital,"Anandi Tower,Nainital Road",263139,UK
1303,HUK1303,Bombay Hospital & Research Centre,Uttarakhand,Haldwani,"Near Saurabh Hotel,Avas Vikas Road,Near Comfort Inn Saurabh Hotel",263139,UK
1304,HUK1304,City Hospital,Uttarakhand,Hardwar,Super Complex Ranipur More Haridwaruk,249407,UK
1305,HUK1305,Combined Medical Institute (P) Ltd,Uttarakhand,Dehradun,"54, Harawar Road Dehradun-248001",248001,UK
1306,HUK1306,Dr. Kamra'S Urinary & Surgical Diseases Centre,Uttarakhand,Dehradun,"8, Inder Road,",248001,UK
1307,HWB1307,Aditya Health Research Foundation (P) Ltd,West Bengal,Kolkata,"965, Jessore Road, Dumdum,Kolkata",700055,WB
1308,HWB1308,Aditya Medical Park (A Unit Of Aditya Health Research Foundation Pvt Ltd),West Bengal,Kolkata,"Taki Road, Kadambagachi, Barasat, 24 Parganas (N)Barasat-700124",700124,WB
1309,HWB1309,All Asia Medical Institute (A Unit Of Harsh Medical Centre Pvt Ltd).,West Bengal,Kolkata,8B Garcha First Lane,700019,WB
1310,HWB1310,Alpha Medical Services (Pvt) Ltd,West Bengal,Kolkata,"21/1, Dobson Road Howrahmaulana Abul Kalam Azad Rd",711101,WB
1311,HWB1311,Alpha Medical Services Pvt Ltd,West Bengal,Kolkata,"#13, Lalalajpat Rai Sarani Elgin Road.",700020,WB
1312,HWB1312,Amri Hospitals Ltd,West Bengal,Kolkata,"Jc 16 & 17, Salt Lake City, Sector - Iii, Annexe Build. Kb 24, Salt Lake City, Sector - Iii, Kolkata",700098,WB
1313,HWB1313,Amri Medical Center,West Bengal,Kolkata,"97A, Southern Avenue, Opp To Lake Stadium, Kolkata-700029",700029,WB
1314,HWB1314,Amulya Jyoti Eye Foundation,West Bengal,Kolkata,"#105,Manoharpukur Road,",700029,WB
1315,HWB1315,Anandaloke Hospital & Neurosciences Centre,West Bengal,Siliguri,"2Nd Mile,Sevoke Road,",734001,WB
1316,HWB1316,Anandlok Hospital,West Bengal,Kolkata,"Dk-713,Salt Lake City, Sector-Ii, Kolkata.",700091,WB
1317,HWB1317,Angel Maternity & Nursing Home,West Bengal,Kolkata,"No.3,Komedan Bagan Lane,Near Jora Girja Corporation ,Garage On Ajc Bose Road,",700016,WB
1318,HWB1318,Apex Institute Of Medical Sciences.,West Bengal,Kolkata,"1219, Survey Park, Santoshpur, Kolkata-700075. Hi-Land Park, Big Bazar",700075,WB
1319,HWB1319,Apollo Gleneagles Hospitals Ltd.,West Bengal,Kolkata,"58, Canal Circular Road,Kolkatta-700054",700054,WB
1320,HWB1320,Arunodaya Health Care,West Bengal,Hooghly,"Lichubagan, Po-Garalgacha,P.S-Dankuni.",712708,WB
1321,HWB1321,Aurobindo Netralaya,West Bengal,Kolkata,"4A,Rajendra Beb Road,",700007,WB
1322,HWB1322,Ayub Ansari Nursing Home,West Bengal,Kolkata,"Q-39,S.A.Farooquie Road,Metiabru,",700024,WB
1323,HWB1323,B M Birla Heart Research Centre,West Bengal,Kolkata,"1/1, National Library Avenue",700027,WB
1324,HWB1324,B.P. Poddar Hospital & Medical Research Ltd,West Bengal,Kolkata,"71/1, Humayun Kabir Sarani,New Alipore,Blk-G,New Alipore, Block-G,Kolkata",700053,WB
1325,HWB1325,Bangur Medicare Research Institute,West Bengal,Kolkata,"No.8A,Diamond Harbour Road,24 Parganas(S),3A Bus Stand-Thakurpukur,",700063,WB
1326,HWB1326,Bankura Nursing Home,West Bengal,Bankura,"Patpur,Bankura",722101,WB
1327,HWB1327,Bansal Nursing Centre (A Unit Of Pahari Mata Medical (P) Ltd),West Bengal,Howrah,"# 20, Dobson Road,Howrah-711101.",711101,WB
1328,HWB1328,Bargachia Nursing Home,West Bengal,Howrah,"Bargachis, J.B.Pur, Opp Petrol Pump.",711404,WB
1329,HWB1329,Barrackpore Medicare & Recovery Centre Ltd,West Bengal,Titagarh,"No.6/6,B.T.Road,Talpukur,Titagarh,24-Parganas(North)",700123,WB
1330,HWB1330,Bellona Nursing Home And Diagnostic Centre Private Limited,West Bengal,Kolkata,"51 A, Diamond, Harbour Road, Mominpur Crossing.",700027,WB
1331,HWB1331,Benuban Health Care & Diagnostic Centre,West Bengal,Howrah,"Bultikuri,Near Japani Gate Esi Hospital",711113,WB
1332,HWB1332,Bindubasini Nursing Home,West Bengal,North24Paraganas,"76, Madhusudan Banerjee Road, Birati",700051,WB
1333,HWB1333,Birati Nursing Home Pvt Ltd,West Bengal,Kolkata,"No.2,Gopal Jew Mandir Road,Birati,24 Parganas(North),",700051,WB
1334,HWB1334,Brws Hospital,West Bengal,Garia,"Kendua Main Road,",700084,WB
1335,HWB1335,Calcutta Lions Netra Niketan (Unit Of Lions Club Of Calcutta Trust),West Bengal,Kolkata,"1/2/A/2,Uday Sankar Sarani, Golf Green, Near Golf Green Door Darshan Kendra,South 24 Parganas",700095,WB
1336,HWB1336,Capitol Nursing Home Pvt Ltd,West Bengal,Kolkata,"288/2 Ap C Road,(Ps Narkeldanga)(P S Narkeldanga)",700009,WB
1337,HWB1337,Care And Cure Hospital,West Bengal,Kolkata,"Surendra Nath Road, Nabapally,Barasat Dt,24Parg North,West Bengalbarasatdist 24 Parg(N)",700126,WB
1338,HWB1338,Charnock Hospitals Pvt Ltd,West Bengal,North24Paraganas,"Megacity Approach Road,24 Oarganas.",700059,WB
1339,HWB1339,Charring Cross Nursing Home (P) Ltd.,West Bengal,Kolkata,"2C. Motilal Basak Lane, Kolkata-700054, Kankurgachi, Subash Mala Parkkolkata",700054,WB
1340,HWB1340,Columbia Asia Hospital,West Bengal,Kolkata,"Ib,193,Sector. 3, Salt Lake, Kolkata-700091",700091,WB
1341,HWB1341,Dafodil Nursing Home(P),West Bengal,Kolkata,"# 276 Canal Street,",700048,WB
1342,HWB1342,Debipur Netralaya Pvt Ltd,West Bengal,Burdwan,"Near Kristi Cinema Hall,Memari, Burdwan",713146,WB
1343,HWB1343,Desun Hospital & Heart Institute,West Bengal,Kolkata,"Em By Pass,Kasba Gol Park",700107,WB
1344,HWB1344,Dilkusha Nursing Home Pvt Ltd,West Bengal,Kolkata,94A Dilkusha Street Kolkata,700017,WB
1345,HWB1345,Disha Eye Hospital & Research Centre Pvt Ltd,West Bengal,Kolkata,"88(63A) Ghosh Para Road, Barrackpore",700120,WB
1346,HWB1346,Disha Eye Hospital (Hoogly) Pvt Ltd,West Bengal,Hooghly,"14.G.T. Road, Shedraphully, West Bengal",712223,WB
1347,HWB1347,Divine Nursing Home Pvt Ltd,West Bengal,Kolkata,"11A, Abinash Chandra Banerjee Lane,Beliaghata.",700010,WB
1348,HWB1348,Domjur Nursing Home,West Bengal,Howrah,Attached To Hazra Building,711405,WB
